providergce Convert instance scopes to TypeSet;providergce Convert instance scopes to TypeSetThe GCE API or library always returns service account scopes in apredefined order. So if you specify the following configserviceaccount  scopes  userinfoemail computero storagero You will get the following change on every applyserviceaccount..scopes. httpswww.googleapis.comauthcompute.readonly httpswww.googleapis.comauthuserinfo.email forces new resourceserviceaccount..scopes. httpswww.googleapis.comauthdevstorage.readonly httpswww.googleapis.comauthcompute.readonly forces new resourceserviceaccount..scopes. httpswww.googleapis.comauthuserinfo.email httpswww.googleapis.comauthdevstorage.readonly forces new resourceFix this by converting scopes from TypeList to TypeSet. This ensures thatwe have the correct entries by ignores the order that they appear in.providergce Acceptance test for serviceaccountAdd a new acceptance test for googlecomputeinstance.serviceaccountwhich will confirm the change I'm about to make to convert it fromTypeList to TypeSet will work. Since I already broke it during mymanual testing.This didn't seem related to any of the existing tests so I've created a newone. Although this will increase the runtime of the acceptance test suite.I also can't see that any of the existing tests do comparisons of sets e.g.making sure that there aren't more tags or disk than we have specified. So Ihave stuck with this convention and am just testing for the scopes that havebeen specified.The exception to this is the number of ServiceAccounts entries. Wecurrently only support one so we can error if we have more or less thanthis number.Things I'm unsure aboutis a separate acceptance test OKshould the test be more thoroughshould it test that it's idempotent on the second run Is that possibleI assume this doesn't need a state file migration       The text was updated successfully but these errors were encountered
provideraws Add IAM Server Certificate resource;Adds a new AWS Resource IAM Server Certificatehttpdocs.aws.amazon.comIAMlatestUserGuideManagingServerCerts.htmlVerifyCertObjectServer certs uploaded to IAM can be used in a few placesAWS Elastic BeanstalkElastic Load BalancingCloudFrontAWS OpsWorksAdding docs now wanted to open for any thoughts from phinzeUPDATE docs added squashed
AWS SQS policy normalization;Apply existing normalizeJson as StateFunc to SQS policy to prevent AWS from detecting policy changes when stripping whitespace characters. Labeled as bug in . Different resource but appears to be a similar issue in as well.       The text was updated successfully but these errors were encountered
provideraws Fix OnceADayWindowFormat Validator;If an attribute that would normally be validated by validateOnceADayWindowFormat is an empty string in every case AWS supplies a default time window to use.Thus an empty string for these attributes is a valid value.Fixes        The text was updated successfully but these errors were encountered
provideraws Network Interface private ips can be computed;Fixes
Implement restart policy support in Docker provider.;Fixes        The text was updated successfully but these errors were encountered
WIP providerazurerm add dns zone resource;Scaffold the ARM DNS Zone resource Schema CRUD Acceptance Tests DocumentationTest ResultsUnfortunately there seems to be a bug in the Azuregosdk right now AzureazuresdkforgoThis will need fixed before I can fix this
switch to updated awssdkgo credentials;Seems awssdkgo has changed a bit..rant golang dependency management or lack thereof sucks should we vendor deps
Update Travis to use Go .;No description provided.
provideraws CloudFront Distribution;Schema Create Implementation Read Implementation Update Implementation Delete Implementation Acceptance Tests DocsSeems like a few other folks started doing this before and didn't finish. I'm hoping I can do better by focusing only on the primary functionality in this first changeset and then progressively more features in subsequent changesets.
instanceprofile is a required parameter when creating an EMR instance group;When creating an EC instance group to process data in an EMR clusterspecifying instanceprofile as an attribute inside ecattributes ismandatory it would appear.Not setting it results in an error from Terraform complaining that it isn'tset and the AWS SDK for Go appears at least in my interpretation not todefault it anywherehttpsgithub.comawsawssdkgoblobmasterserviceemrapi.goThis PR also includes some basic style and grammatical fixes.
provideraws expose Route zone nameservers;This PR attempts to expose the NS elements of Route zone. Refs
provideraws Added the ability to import awsiamrole's;Not much to it needed this to build a tf configuration for our core configs.
AWSRouteZone create private hosted zone associated with VPC.;Add ability to create a private Hosted Zone that is associated to a VPC.Currently only supports a single VPC at creation time.Future question is how to support multiple VPCs. Amazon uses a AssociateDisassociate request however this is problematic since you must specify one and only one VPC during creation.Alternatively we could model it as a VPC Set and and use the first entry as the entry for creating and then associate the others.
Propagate AWS CodePipeline action roles;CodePipeline stage actions can optionally specify an IAM execution role. The provider nominally supports them but they don't seem to be getting passed tofrom AWS.Please forgive any nonidiomatic Go syntax. It is not in my wheelhouse.
Breaking security group rules out into it's own resource to address;No description provided.
get profile name even if profile path exists;When terraform started persisting the instance profile name to the state the code used the second part of the instance profile ARN split on where it should be using the last part of the ARN split on
provideraws Fix issue with updating VPC Security Group IDs for an Instance;Currently we aren't correctly setting the ids and are setting bothsecuritygroups and vpcsecuritygroupids in the state. As a result we really only usethe former but the latter never goes away in the state file We also don't actually update the remote security groups in the update method.This PR fixes both issues correctly reading securitygroups vs.vpcsecuritygroupids and allows users to update the latter withoutdestroying the Instance when in a VPC.Should fix
Aws volume size;This resolves and allows for larger volume sizes on aws instances.
provideraws require db option group name to be lower case;AWS is automatically changing these names to lower case as described in This is causing errors when terraform apply is rerun.I don't believe this needs any documentation updates.Closes
providerazurerm Fixes for azurerm subnet properties;Partially fixes GHSo far this implements the setting of address range route table association and network security group association for azurerm subnet resource.There is still failure when going from a set resource to none for route tables and nsg e.g.resource azurermsubnet test  name testsubnet resourcegroupname azurermresourcegroup.test.name virtualnetworkname azurermvirtualnetwork.test.name addressprefix ... routetableid azurermroutetable.test.id networksecuritygroupid azurermnetworksecuritygroup.test.idtoresource azurermsubnet test  name testsubnet resourcegroupname azurermresourcegroup.test.name virtualnetworkname azurermvirtualnetwork.test.name addressprefix ... routetableid  networksecuritygroupid        The text was updated successfully but these errors were encountered
provideraws Add support for AWSConfig service;TODO Implementation of awsconfigconfigurationrecorder Implementation of awsconfigconfigurationrecorderstatus Implementation of awsconfigdeliverychannel Implementation of awsconfigconfigrule Docs for awsconfigconfigurationrecorder Docs for awsconfigconfigurationrecorderstatus Docs for awsconfigdeliverychannel Docs for awsconfigconfigrule Acceptance tests for awsconfigconfigurationrecorder Acceptance tests for awsconfigconfigurationrecorderstatus Acceptance tests for awsconfigdeliverychannel Acceptance tests for awsconfigconfigrule ValidateFunc functions on all fields of all resources where it makes sense Import of all resources tests Guard against deletion of all resources outside of Terraform
provideraws adding support for SQS queues;Disclaimer I'm pretty new to Go but this seems to be working in my tests for addingeditingdelete a queue. It also passed make test but I might be doing things wrongThis adds basic SQS functionality to createeditdelete a SQS queue. Right now it doesn't support anything like dead letter or permissions.Let me know if anything really bad or something I missed sticks out
Use the new AWSClient.accountid when generating ARNs;With the merge of we are now able to leverage the onetime collection of the AWS account id rather than trying to fetch it from multiple places in the code.
google Expand tilde in accountfile path;This will allow the followingprovider google  project yadayada region uscentral accountfile .gcloudanything.json       The text was updated successfully but these errors were encountered
Bug Only prefix hashcode with TypeSet diff marker.;This fixes the immediate problem discussed in by limiting the hyphen to tilde substitution with computed hashcodes only.       The text was updated successfully but these errors were encountered
providergoogle Move checking into a function in provider.go call it from instance and IGM;Initial PR for . It fixes the specific concern by adding in checking for resourcecomputeinstancegroupmanager and also shows the new function being reused in resourcecomputeinstance note that it also exposed a bug if there is a we should return nil instead of an error. If this looks good I'll check it in and then open up a separate PR for the rest of the resources.
helperschema Make nested Sets in Lists work;This is a second patched version of which had to be reverted because some acceptance tests were failing as part of the nightly run.Related to Supersedesfixes Blocking The only difference from the original PR is the last commit fbe.I managed to reproduce schema diff edge cases from the failing tests in aws provider and fix those. I added new unit tests to cover this new functionality.I ran the previously failing aws acceptance tests all are now passing. I also ran first aws of total acceptance tests which all eventually passed.I don't have a Fastly account so I would appreciate if someone could double check all acceptance tests are passing there too and generally run the whole shebang once again with this patch possibly before merging.
Correct Proxy setting for openstack provider issue;Correction of the Issue to use openstack provider trought a proxy.       The text was updated successfully but these errors were encountered
provideraws fix the datasource awsroutetable support for id argument;This PR implements the id argument in the datasource awsroutetable.But I hava an issue in the testsvagrantterraformoptgopathsrcgithub.comhashicorpterraform TFACCtrue go test v github.comhashicorpterraformbuiltinprovidersaws run TestAccDataSourceAwsRouteTable RUN TestAccDataSourceAwsRouteTable FAIL TestAccDataSourceAwsRouteTable .stesting.go Step error After applying this step and refreshing the plan was not emptyDIFFUPDATE data.awsroutetable.byfilter associations. computed filter.  filter..name association.routetableassociationid filter..values.  filter..values. rtbassocdf routes. computed subnetid computed tags. computed vpcid computedUPDATE data.awsroutetable.byid associations. computed routes. computed subnetid computed tags. computed vpcid computedUPDATE data.awsroutetable.bysubnet associations. computed routes. computed subnetid subnetdebea tags. computed vpcid computedUPDATE data.awsroutetable.bytag associations. computed routes. computed subnetid computed tags.  tags.Name terraformtestaccroutetabledatasource vpcid computedSTATEawsroutetable.test ID rtbcbffa propagatingvgws.  route.  tags.  tags.Name terraformtestaccroutetabledatasource vpcid vpcf Dependencies awsvpc.testawsroutetableassociation.a ID rtbassocdf routetableid rtbcbffa subnetid subnetdebeaCan you explain me how to fix this please Thanks       The text was updated successfully but these errors were encountered
add resource awsrdsclusterparametergroup;This PR adds support for RDS Cluster Parameter Groups see . It's more or less a carbon copy of awsdbparametergroup.I have a small question regarding error handling. awsdbparametergroup compares against DBParameterGroupNotFoundFault not DBParameterGroupNotFound which is the error code I've been observing in docs and during tests. Is that correct I'm using DBParameterGroupNotFound for now.       The text was updated successfully but these errors were encountered
provideraws Support S bucket object upload with AES serverside encryption;Add optional awssbucketobject boolean encrypt attribute to allow AES serverside encryption modeled after the S Remote State BackendIf encrypt true and no AWS KMS Key ID is specified then a serverside encryption value of AES is usedSetting a value for kmskeyid implicitly sets encrypt trueUpdate documentationAdd new acceptance test make testacc TEST.builtinprovidersaws TESTARGS'runTestAccAWSSBucketObjectsseaes'  Checking that code complies with gofmt requirements...go generate go list .... | grep v terraformvendor Generated commandinternalpluginlist.goTFACC go test .builtinprovidersaws v runTestAccAWSSBucketObjectsseaes timeout m RUN TestAccAWSSBucketObjectsseaes PASS TestAccAWSSBucketObjectsseaes .sPASSok github.comhashicorpterraformbuiltinprovidersaws .sVerify no regression make testacc TEST.builtinprovidersaws TESTARGS'runTestAccAWSSBucketObjectkms'  Checking that code complies with gofmt requirements...go generate go list .... | grep v terraformvendor Generated commandinternalpluginlist.goTFACC go test .builtinprovidersaws v runTestAccAWSSBucketObjectkms timeout m RUN TestAccAWSSBucketObjectkms PASS TestAccAWSSBucketObjectkms .sPASSok github.comhashicorpterraformbuiltinprovidersaws .s       The text was updated successfully but these errors were encountered
Update buffer swap test to use better variable names;testsparallelbufferswap.js has all variables defined at the top level scope and hence the variable names are variations of buf buf buf etc.This PR puts each setupassertion code block into its own block and renames the variables to be easier to read.Checklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemstest
readline concievably typo in readline.js;close
doc fix out of date napicallback doc;The earlier version napicallback returns void but now is napivalue. The document of this section hasn't been modified.Fixes Fixes Checklist make j test UNIX or vcbuild test Windows passes documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdoc napi
upgrade npm to ..;Checklist tests and code linting passes a test andor benchmark is included documentation is changed or added the commit message follows commit guidelinesAffected core subsystemsdepsDescription of changeThe biggest thing in this release is that it fixes the tests on Windows.There are a couple of Windows related bug fixes that were exposed by fixing the tests on Windows. NotablyThe use of npm explore to run a command from the directory of a dependency didn't work correctly on Windows.npm init and others that inferred the module name from the path failed with scoped modules on Windows.Removing globally installed bins for scoped modules previously failed on Windows. And was incorrect but working byaccident elsewhere.Correct npm cache ls to output real filenames?Çô previously it sometimes mistakenly double the package name in the path resulting paths that don't exist.npm now warns if you paste in a command line that uses nonascii dashes like emdashes or endashes as this is almost certainly not intended.And one new featureIf we got a cachehit for module metadata but the version requested does not exist in the metadata we then explicitly ask the registry for updated metadata. This removes one of the primary pain points of using a very high cachemin.Changelogsv..Reviewersr zkatr thealphanerdr Fishrock
feature Add Promises interface for fs;Initially I've implemented a promise interface just for the readFile method. If this feature is approved I'll implement for others fs methods And the callback keeps working
LICENSE update from dependencies;Changes in licensebuilder.sh and LICENSE resulting from that.Update libuv license they changed it upstreamUpdate vinspector license their license file was removed from tree when it was reorganised pulling from file header nowReorder LICENSE file to put vinspector along with the runtime components and its build components down with the rest of the build components this is how it should have been in the first place
tls fix session resumption check;Before checking server's identity call to OpenSSL internals to ensurethat the session was not reused. In such case certificate is going tobe empty and validation will crash.Fix P.S.This is introducing big thing as a part of commit which should probably be eventually exposed to userland.cc nodejscrypto
doc fix minor style issue in code examples;Checklist make j test UNIX or vcbuild test nosign Windows passes documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdocDescription of changeI've noticed that a few of the code examples have an minor indentationissue with the first line for examplehttpsnodejs.orgapichildprocess.htmlchildprocesschildprocessThis commit attempt to fix this issue by using the suggestion providedby Brain White which is to add a separate style for code with apaddingright and paddingleft of .em.Fixes
doc fix anchor links from stream to HTTP;No description provided.
deps upgrade to npm ..;HiiiThis PR includes two releaseshttpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..The main thing to note is a hopefully welcome update to our licensing to clarify scope of both the open source side and the registry TOS. There's a further clarification coming later this week so we're not done with that bit yet so keep an eye out for v...This PR supersedes but have a looksee over there for some discussion. That PR should be closeable though. was closed because I made it against the wrong branch. Sorry about that. r jasnellr Fishrockr chrisdickinsonr thealphanerd       The text was updated successfully but these errors were encountered
build remove quiet from eslint invocation;Pull Request checklistPlease make sure to review and check all of these items Does make j test UNIX or vcbuild test nosign Windows pass withthis change including linting Is the commit message formatted according to CONTRIBUTING.md If this change fixes a bug or a performance problem is a regressiontest or a benchmark included Is a documentation update included if this change modifiesexisting APIs or introduces new onesNOTE these things are not required to open a PR and can be doneafterwards while the PR is open.Affected core subsystemsPlease provide affected core subsystems like buffer cluster crypto etcbuildDescription of changePlease provide a description of the change here.fixes        The text was updated successfully but these errors were encountered
net Fixing error message;When I was trying to understand the problem in I found out that we show error messages like thisError connect EMFILE ... Local undefinedundefinedIt is because we ran out of file descriptors and we don't have a valid socket. So if the return value of getsockname doesn't have valid address and port properties we just don't include them in the error message.The problem can be reproduced with the following codevar net require'net' Servernet.createServer.listen function  console.log'server bound'console.log'Launched' Connect to serverfor var i i i  net.connect port  cc bnoordhuis
WIP events optimize emit;EventEmitteremit can be called with many different arguments butthere are a few that are most common. Increase performance by optimizingthose most common cases. It also drastically decreases the amount ofoutput from tracedeopt.This is a hyper optimization and will probably on save ns or so at actual runtime. One thing I find most advantageous is that tracedeopt will show far less output.There is still plenty that I would like to do. For example implement a sort of IC in JS that will preempt what will be called. Would like feedback during development. Also one of the message tests is failing because of the change in the call stack. Will take care of that before WIP is removed.Rindutny
Revert recent contextify changes;This reverts Refs R ofrobots evanlucas       The text was updated successfully but these errors were encountered
test refactor the code in testutildebug.js;use const and let instead of varuse assert.strictEqual instead of assert.equalChecklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemstestDescriptionuse const and let instead of varuse assert.strictEqual instead of assert.equal
src fix Wunusedfunction warning;Reugeneo       The text was updated successfully but these errors were encountered
tools suggest python command in configure;Checklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemstoolsAs suggested by jbergstroem this text should be helpful to people on systems where python is python. Will printPlease use either Python . or .You can try using a different interpreter like this PYTHONusrbinpython .configureRef comment
src do not join an uninitialized thread;A uvthreadtpthreadt cannot be initialized to an explicitly invalidvalue access to it must be guarded by some state tracking.Attempt to fix CID Uninitialized members UNINITCTORsrcinspectorio.cc in nodeinspectorInspectorIoInspectorIonodeEnvironment vPlatform const stdbasicstringchar stdchartraitschar stdallocatorchar const nodeDebugOptions  platformplatform dispatchingmessagesfalse sessionid scriptnamepath  CHECKEQ uvasyncinitenveventloop mainthreadreq InspectorIoMainThreadAsyncCb uvunrefreinterpretcastuvhandletmainthreadreq CHECKEQ uvseminitstartsem  CID Uninitialized members UNINITCTOR Nonstatic class member thread is not initialized in this constructor nor in any functions that it calls.  bool InspectorIoStart  CHECKEQuvthreadcreatethread InspectorIoThreadCbIO this  uvsemwaitstartsemThough I may need some lint markup as well.Checklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemssrcto bnoordhuis eugeneo
fix compile bug in vlookup.h;Fixed a small error that manifests when debug is specified. Seems to be fixed in .x when v was pulled from upstream.Sorry if this is the wrong branch but it doesn't apply to master as this is for the .x series.Checklistx make j test UNIX or vcbuild test Windows passesx commit message follows commit guidelinesAffected core subsystemsbuild
src fix line numbers on core errors;In dfeee the module wrapper and line offset used when wrapping module code was changed to better report errors on the first line of modules. However that commit did not update the runInThisContext call used to execute the core modules so their error line numbers have been off by one. This commit provides the correct lineOffset for core modules.Refs
buffer add indexOflastIndexOf method;Expanded on srijs code to add a Buffer.prototype.lastIndexOf. I used a strategy of divideconquer but since I'm a total c idiot I have no idea whether there is a better way some reverse memcmp variant. Also I rebased both srijs and these commits against v. hoping it would make it out sooner
test add crypto's setEngine test;Add tests for crypto.setEngine.httpsgithub.comnodejsnodeblobmasterlibcrypto.jsLThere is not a normal test because I did not have an idea that how to designate the enginepath or id in the test 'errorDSO support routinesDLFCNLOADcould not load the shared libraryChecklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included commit message follows commit guidelinesAffected core subsystemstest       The text was updated successfully but these errors were encountered
doc removed old git conflict markers form fs.md;Checklist documentation is changed or added commit message follows commit guidelinesAffected core subsystemsDescription of changedocapifs.md file had some conflict markers like HEAD that are visible at the bottom of httpsnodejs.orgapifs.html       The text was updated successfully but these errors were encountered
doc fix timout typo in timeout;Checklist documentation is changed or added commit message follows commit guidelinesAffected core subsystemsNoneDescription of changeCorrected doc typo to timeout       The text was updated successfully but these errors were encountered
Android support;Pull Request checklistPlease make sure to review and check all of these items Does make j test UNIX or vcbuild test nosign Windows pass withthis change including lintingI have one test failing testhttpcurlchunkproblem but this test also fails on a clean master branch so it's not because of my patches Is the commit message formatted according to CONTRIBUTING.md If this change fixes a bug or a performance problem is a regressiontest or a benchmark included Is a documentation update included if this change modifiesexisting APIs or introduces new onesAffected core subsystemsbuildDescription of changeThe provided patches add support for building node for Android systems Brillo is also supported. This include building node with both NDK building node outside of Android build system and Bionic building node inside Android build system.Building node with Bionic inside an AndroidBrillo build system is useful mostly for vendors who wants to include node in their products.In order to successfully build node with Bionic I have another patch inside libuv but I will submit that patch directly to libuv.
assert enforce type check in deepStrictEqual;For a writeup on this PR see commentThe lessbreaking part of this PR has been moved to Checklist make j test UNIX or vcbuild test nosign Windows passes tests andor benchmarks are included commit message follows commit guidelinesAffected core subsystemsassert testDescription of changeAdd checks for the builtin tags and refactor deepEqualmost userland modules do this for a strict deep comparison.nodejsnodev.xarchive already addedthis check for argument objects even in nonstrict tests.Fixes .Docs updates are postponed due to .See httpstc.github.ioecmasecobject.prototype.tostringfor a partial list of the tags.
errors console migrate to use internalerrors.js;Migrate libconsole.js to use internalerrors.js.Refs cc jasnellChecklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included documentation is changed or added commit message follows commit guidelinesAffected core subsystemserrors console
buffer Added Bufferincludes to keep parity with TypedArray.;Simply adds Buffer.prototype.includes by wrapping an indexOf andperforming a strict equals check to .The includes method takes the search value byteOffset andencoding as arguments.The test is a modified version of the indexOf test.Addresses .
test use dynamic port in testclusterdgramreuse;Use of common.PORT in parallel tests is not completely safe becausethe same port can be previously assigned to another test running inparallel if that test uses port to get an arbitrary available port.Remove common.PORT from testclusterdgramreuse.Checklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemstest cluster
doc add timer classes;Checklist documentation is changed or added the commit message follows commit guidelinesAffected core subsystemsdocDescription of changeThe timers returned by setTimeout and friends are actually instancesof Timeout and Immediate. Documenting them as such so that theref and unref methods can be identified as methods on Timeoutobjects.Sparked by discussion in w Fishrock
fs fix fd leak in ReadStream.destroy;this is a file descriptor leak PR that was opened in joyentnode for a while but had no traction. please pull this or give us directions on the testsnodejsnodev.xarchivecc rlidwka dougwilson       The text was updated successfully but these errors were encountered
inspector wait for both sides closing;Checklist make j test UNIX or vcbuild test nosign Windows passes tests andor benchmarks are included commit message follows commit guidelinesAffected core subsystemsInspector test no runtime changes.Description of changeRemoves race condition when test relied on both sides of the socketto be closed on the same UV event loop iteration.Fixes
crypto ecdh generate public key when setting private key and more;crypto ecdh updates to support using previously known private keysgenerate public key when setting private keyremove generated checks from gettersadded testsupdated docscheck the key pair before computing the secret to avoid computing a garbage shared secretadded ECDH.validKeyPairmarked ECDH.setPublicKey as deprecatedThis pull request shares many similarities with .I decided not to add the public key generation as a separate method like was proposed in .Rather I made it part of setting the private key.I liked this way more because then it leaves two main ways to use the class. Either generate the keys or set the private key then compute the shared secret.Originally I started looking at this code because the following error was annoying and unnecessary and is why I removed the generated member from ECDH node p require'crypto'.createECDH'secpk'.setPrivateKeynew Buffer'' 'hex'.getPublicKey crypto.js var key this.handle.getPublicKeyf  Error You should generate ECDH keys first at Error native at ECDH.getPublicKey crypto.js
meta move code of conduct to it's own file;Currently the code of conduct exists but it is somewhat hidden inCONTRIBUTING.mdThis PR creates CODEOFCONDUCT.md that contains the copy originallyfound in CONTRIBUTING.md       The text was updated successfully but these errors were encountered
test skip testpreload on AIX;Checklist tests and code linting passes the commit message follows commit guidelinesAffected core subsystemstestDescription of changeRefs commentFixes cc bmeck mhdawsonMaybe we should be changing this to only skip the stdin part of the test It seems like that is the bit causing issuesCI httpsci.nodejs.orgjobnodetestpullrequest
test make cluster test more time tolerant on more platforms;The problemnodejsnodev.xarchivefferesolves also affects Alpine Linux musl libc so use increased timeoutfor all platforms and not only for AIX.
doc fix inconsistencies in code examples;This is essentially the same as my other pull request with a few more additions. Sorry about opening multiple I somehow really messed it with the rebasing there so I closed it.Checklist documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdocDescription of changeAdded missing semicolons braces and fixed indentation.       The text was updated successfully but these errors were encountered
Revert module preserve symlinks when requiring;After much discussion it seems that the changebroke the way require detects unique identity ofthe binary modules. While resolving module'sfull path is not sufficient and maybe evennot elegant like anything that requires the useof realpath except for certain security scenarioswe cannot break multiple inclusions of binarymodules across symlinked substed or otherwisehidden paths.There should be a test case invoving a binarymodule to check for issues related to the binarymodule identity.Revert This reverts commit dedca.       The text was updated successfully but these errors were encountered
net return if not connecting;Fixes regression introduced in affa.With connect being deferred to the next tick Socket.destroy could becalled before connect. Socket.destroy sets connecting to false whichwould cause an assertion error.Fixes
deps upgrade npm to ..;Checklist make j test UNIX or vcbuild test nosign Windows passes tests andor benchmarks are included documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdepsDescription of changeHey y'all was created a while back to track stuff surrounding this release and I think it's a good decision to wait to do a minor bump later rather than rush this release out in any way. Thanks a bunch for your patienceAs you can see this is a semvermajor bump for npm. That said the actual impact of the release to the ecosystem is relatively small. Most certainly much smaller in impact than npm was. We're still sniffing out a couple of issues and might even put together an npm.. soon to iron that out before npm becomes latest.THIS IS NOT A FINAL RELEASE as mentioned in this is a preview of npm so y'all can start testing and taking a look at changes and make sure everything looks good before considering including it with official node releases.One more note With the release of npm we've decided to move both npm and npm to maintenance that means we're unlikely to continue adding features to either of those but will include critical patches specially security patches if something comes up. Regular bugfixes will not be done as it's much better for our team to be able to focus on the latest release which we're standing behind. As far as Node Core is concerned though npm continues what we consider to be a sort of LTS release for y'all's sake. Maintenance doesn't mean it's no longer maintained and users should continue to have a working experience with npm until node leaves LTS. npm.. which I'll be downstreaming soon might end up being our last npm release.So without further ado npmBreaking Changesnpm search rewritten to stream results and no longer supports sorting.npm scripts no longer prepend the path of the node executable used to run npm before running scripts. A scriptsprependnodepath option has been added to configure this behavior. cc addaleaxprepublish has been deprecated replaced by prepare. A prepublishOnly script has been temporarily added which will only run on npm publish. NOTE This change only affects users publishing new versions of their packages and developers installing through git and local deps. Registry installs should be mostly unaffected by this change.npm outdated exits with exit code if it finds any outdated packages. cc watildenpm tag has been removed after a deprecation cycle. Use npm disttag.Partial shrinkwraps are no longer supported. npmshrinkwrap.json is considered a complete installation manifest except for devDependencies. This will affect certain projects that relied heavily on this feature most notably hapi.devDependencies are now included in npmshrinkwrap.json by default. This should make the transition to npm easier.Other Notable Changesnpm now sends two extra http headers to the registry npmnpmNpmInCI whether npm was run within a Continuous Integration environment.NpmScope the scope of the toplevel package this installation is for. For example if you have a nodefoo package all dependency requests for that package will include node in the header even if those dependencies themselves are not scoped or are for a different scope.Changelogsv..v..v..r Fishrockr addaleaxr jasnell
test fix lint error regarding unused commons const;Checklist make j test UNIX or vcbuild test nosign Windows passes commit message follows commit guidelinesAffected core subsystemstestDescription of changeCurrently make lint is failing with the following error error 'common' is assigned a value but never used nounusedvars?£û problem error warnings
