Adding Core support for Promises;Update PST Current state of the PR.Update PST Current state of the PR.Newcomers As a heads up GitHub has started clipping the thread down. I'm going to start cataloguing common questions tonight and I'll include them under this notice so that you can quickly look to see if there's an answer to your issue without having to search through the entire thread. Thanks for taking a look weighing in Whether you're for this change or against it your feedback is valuable and I'll respond to it as soon as I'm able.FAQ TLDR for newcomersWhat is the current proposalIf landed this will land behind a flag moving out from behind the flag in the next major version as an unsupported API finally becoming fully supported one major version after that. It does not replace or supersede the callback API which will continue to be the canonical Node interface.Promisereturning variants will be exposed for all singleoperation Node methods ?Çö that is to say Streams and EventEmitterbased APIs are not included in this discussion.To use promisesconst fs require'fs'fs.readFile.promisefilename.thendata Using promises with destructuring assignment where availableconst readFile require'fs'.promisereadFilefilename.thendata As a prerequisite to this PR landing domains must work as expected with native Promises they currently do not. AsyncWrap is not blocked on this PR neither is this PR blocked on AsyncWrap. Both PRs are blocked on getting adequate instrumentation of the microtask queue from V we need a callback for microtask enqueued events so we can track their creation and ideally a way to step the microtask queue forward ourselves running code between invocations.Why use the promisify approachResponse summed up here.Why not fs.readFileAsyncphpnode notes that it could break existing users of bluebird.promisifyAll. Plus the naming is contentious.Why not return promises when callbacks are not givenjasnell expresses deep discomfort with switching return types.We already have to provide alternate APIs in some places due toShould programmer errors throw or rejectSummed up here.What is the value in adding them to corervagg has been massively helpful in driving this conversation forwardWhat are the killer arguments for including this what is the value in adding this vs. leaving it userlanddomenic notes that asyncawait is spec'd and roadmapped.My response.mikeal notes that promises are part of the platform already and that adding support increases the base of folks willing to help fix bugs with in interoperation with themrvagg asks for clarification on the value as a part of this comment.My wordy sorry response.How do you address the need to keep core small while expanding the exposed APIWhere do we draw the line in supporting languagelevel constructsyoshuawuyts rvagg and DonutEspresso have largely driven this conversationyoshuawuyts asks.mikeal responds.brianleroux responds.My response.DonutEspresso raises concerns.My response.rvagg asks as a part of this comment.My wordy sorry response.Why are modules like require'fspromise' not in scope for this discussionphpnode RReverser mikeal ktrott and others I'm sure have brought this up and I've been pushing to have this conversation in a different later issue. The conversation has mainly revolved around consensus and the difficulty in attaining it when adding modules to the mix.ktrott does an excellent job of summing up the concern.My again wordy sorry response.This is the original text of the PR. It does not reflect the current state of the conversation. See above for common themesThis PR introduces Core support for Promises. Where possible callbacks havebeen made optional when omitted a Promise is returned. For some APIs likehttp.get and crypto.randomBytes this approach is not feasible. In thosecases promisereturning Async versions have been addedcrypto.randomBytesAsync. The naming there isn't set in stone but it'sbased on how bluebird's promisifyAllmethod generates names.This PR allows users to swap the implementation of promises used by core.This helps in a few dimensionsFolks that prefer a particular flavor of Promises for sugar methods can setthe promise implementation at applevel and forget about it.This should alleviate concerns about stifling ecosystem creativity ?Çö puttingpromises in Core doesn't mean Core needs to pick a winner.Folks who prefer a faster implementation of promises can swap in theirpreferred library folks who want to use whatever native debugging is addedat the V level for native promises can avoid swapping in promises.A world of benchmarks opens up for Promise library authors ?Çö any code in theecosystem that uses promises generated by core and has a benchmarking suiteis a potential benchmark for promise libraries.The API for swapping implementations is process.setPromiseImplementation.It may be used many times however after the first time deprecation warningsare logged with the origin of the first call. This way if a package misbehavesand sets the implementation for an application it's easy to track down.Exampleprocess.setPromiseImplementationrequire'bluebird'const fs require'fs'fs.readFile'usrsharedictwords' 'utf' .thenwords console.logthere are words.split'\n'.length words .catcherr console.errorthere are no wordsStreams are notably missing from this PR ?Çô promisifying streams is moreinvolved since the ecosystem already relies on a common and more importantlyoften pinned definition of how that type works. Changing streams will takeeffort and attention from the nodejsstreams WG. All other callbackexposingmodules and methods have been promisified or an alternative made availablethough.Three new internal modules have been addedlibinternalpromises ?Çö tracks the original builtin Promise object aswell as the currently selected Promise implementation. All promisescreated by Node are initially native and then passed to the selectedimplementation's .resolve function to cast them.libinternalpromisify ?Çö turn a callbackaccepting function into one thataccepts callbacks or generates promises. Errors thrown on the same tickare still thrown not returned as rejected promises ?Çö in other wordsprogrammer errors such as invalid encodings are still eagerly thrown.libinternalcallbackify ?Çö turn a synchronous or promisereturning functioninto a callbackaccepting function. This is only used in libreadline forthe completer functionality. This could probably fall off this PR but itwould be useful for subsequent changes to streams.Breaking ChangesIn general any API that would have thrown with no callback most likely doesnot throw now.fs APIs called without a callback will no longer crash the process with anexception.ChildProcesssend with no callback no longer returns Boolean insteadreturns Promise that resolves when .send has completed.Wrapped APIschildprocess.ChildProcesssendcluster.disconnectdgram.Socketbinddgram.Socketclosedgram.Socketsenddgram.Socketsendtodns.lookupServicedns.lookupdns.resolvefs.accessfs.appendFilefs.chmodfs.chownfs.closefs.existsfs.fchmodfs.fchownfs.fdatasyncfs.fstatfs.fsyncfs.ftruncatefs.futimesfs.lchmodfs.lchownfs.linkfs.lstatfs.mkdirfs.openfs.readFilefs.readdirfs.readlinkfs.realpathfs.renamefs.rmdirfs.statfs.symlinkfs.unlinkfs.utimesfs.writeFilenet.SocketsetTimeoutreadline.Interfacequestionrepl.REPLServercompletezlib.deflateRawzlib.deflatezlib.gunzipzlib.gzipzlib.inflateRawzlib.inflatezlib.unzipNew APIsprocess.setPromiseImplementationnet.connectAsynctls.connectAsynccrypto.randomBytesAsynccrypto.pbkdfAsynccrypto.pseudoRandomBytesAsynccrypto.rngAsynccrypto.prngAsynchttp.getAsynchttps.getAsynchttp.requestAsynchttps.requestAsyncchildprocess.execAsyncchildprocess.execFileAsyncNext stepsI haven't finished this PR yet the primary missing piece is tests for thepromisebased APIs to ensure that they resolve to the correct values. Docsalso need updated. I'll be working on this in my free time over the next week.Here are the bits that I'd like folks reading this to keep in mindThe code changes here are fairly cheap timewise ?Çö one evening's worth of work.Technical possibility has never been the primary blocker.We know asyncawait is coming down the pipe and many devs are interested init.With ChakraCore potentially coming in this may happen sooner than anyonepreviously imagined.Even sans the ChakraCore PR it's my understanding that V will be supportingasyncawait by EOY Correct me if I'm wrong herePromises may not be your cup of tea. This is okay. This is not an attempt toreplace callbacks or streams with promises. They can coexist. While Promisesare complicated much of that complication falls out of the problem space thatboth callbacks and promises abstract over. Give this a fair shake.
update licenses and remove vinspector deps license;made Node.js use the Vinspector bundled with the depsv and removed the third partydependency. We can safely omit the nonexistent license file.Checklist documentation is changed or added commit message follows commit guidelinesAffected core subsystems
Adding an extra check for cert.subject before assuming it is there.;One of my long running node services started giving out a TLS error without very much detail overnight TypeError Cannot read property 'CN' of undefined at Object.checkServerIdentity tls.js at TLSSocket.anonymous tlswrap.js at emitNone events.js at TLSSocket.emit events.js at TLSSocket.finishInit tlswrap.jsI tracked it down to the line reason util.format'Host s is not cert\'s CN s' host cert.subject.CNwhich assumes cert.subject is available.I don't really know what is causing this and I can't tell which domain is causing this so I probably won't be able to recreate this locally to verify it's still working but I think it is at least sensible to use defensive programming in this instance.I would ideally like to back port this to the ..x branch but I couldn't find the head of that branch can someone tell me which branch is currently the ..x head       The text was updated successfully but these errors were encountered
doc Add padding to pre code;Checklist documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdocDescription of change       The text was updated successfully but these errors were encountered
doc fix anchor links from stream to http and events;A couple of anchor links from stream to http and events sites were broken. I checked all other links in httpsnodejs.orgapistream.html they are all ok now.       The text was updated successfully but these errors were encountered
deps upgrade npm to ..;This is the big one After this I anticipate getting back into a weekly cadence of upstreaming things to Node.js.Contains the changes in these releaseshttpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..httpsgithub.comnpmnpmreleasestagv..Notable inclusions areThe clarified split between Terms of Service and the CLI's own license see the discussion in httpsgithub.comnpmnpmreleasestagv.. and for more context.Several important changes to how edge cases involving bundleDependencies are handled.Tests don't implode when running under a node prerelease.You also only get one warning now about using a prerelease version rather than dozens and dozens from failed engine checks.A handful of minor new user affordances in ..?Çô in particular npm outdated reports linked modules npm version can now take fromgit as an argument.r Fishrockr jasnellr mikeal
Removed quiet from eslint invocation;Removed quiet flag from Makefile and vcbuild. That flag causes eslint to only report lint errors and not lint warnings. This is unnecessary as all rules are configured to report as errors. None of the rules are configured to report as warnings.fixes
net fix todo by propogating errors;bnoordhuis I fixed the todo comments and made some changes. Please have a look and let me know if you want them amended       The text was updated successfully but these errors were en
events optimize various functions;Cache events and listeners objects where possible and loop overObject.keys instead of using for..in. These changes alone give improvement in the eeaddremove benchmark.The swapping out of the util type checking functions with inlinechecking gives another improvement.
contextify tie lifetimes of context sandbox;Pull Request checklist Does make j test UNIX or vcbuild test nosign Windows pass withthis change including linting Is the commit message formatted according to CONTRIBUTING.md If this change fixes a bug or a performance problem is a regressiontest or a benchmark includedAffected core subsystemscontextifyDescription of changeWhen the previous set of changes bfffb it was possible to have thecontext get garbage collected while sandbox was still live. We need totie the lifetime of the context to the lifetime of the sandbox.Fixes Rbnoordhuiscc evanlucas cjihrigNote that this is not trivially backportable to .x. SetPrivate doesn't exist on .x but I can create a new PR once this lands on master. This does continue to address the memory growth issue reported in but we should get this vetted before backporting.CI httpsci.nodejs.orgjobnodetestpullrequest
test improve the code in testutildebug.js;use const and let instead of varuse assert.strictEqual instead of assert.equaluse arrow functionsChecklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included commit message follows commit guidelinesAffected core subsystemstest       The text was updated successfully but these errors were encountered
src remove unused function;Checklist make j test UNIX or vcbuild test nosign Windows passes commit message follows commit guidelinesAffected core subsystemssrcDescription of changeRemove an unused function.CI httpsci.nodejs.orgjobnodetestpullrequestcc nodejsvinspector
build depend on python specifically;This solves the problem of not being able to build node on systemwhere both python and python is installed and python is thedefault.Checklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemsbuild system...i will send patches for dep and tools to their respective upstream but this solves the problem for the node part.       The text was updated successfully but these errors were encountered
inspector fix process.debugEnd for inspector;This change ensures that the WebSocket server can be stoppedand restarted if needed buy calling process.debugEnd.Fixes Checklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included commit message follows commit guidelinesAffected core subsystemsinspector fixes around WS server stopping and restarting.
Update lookup.h;fix compile errorChecklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included documentation is changed or added commit message follows commit guidelinesAffected core subsystems
node NativeModule should set lineOffset to;Because we basically wrap the NativeModule this fixes theerror stack printed by native module likeevents.js throw er Unhandled 'error' eventBut the correct line number should be here httpsgithub.comnodejsnodeblobmasterlibevents.jsL that's because we used as lineOffset in calling ScriptContextify but using the default for natives.       The text was updated successfully but these errors were encountered
buffer add indexOf method;Add BufferindexOf. Support strings numbers and other Buffers. Thisis more support than StringindexOf gives but the increasedversatility should be helpful.Special thanks to Sam Rijs for first proposing thischange.RbnoordhuisThis is a rehash of . Done this way so future support can include regexp's and arrays.
test improve crypto.setEngine coverage to check for errors;test improve crypto.setEngine test coverage to check for errorsChecklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included commit message follows commit guidelinesAffected core subsystemsNA
Propose v..;Checklist documentation is changed or addedAffected core subsystemsnaDescription of changeRemoved apparent leftover text from a merge error at the very end of fs.md. HEAD dcccbfd... src refactor require'constants'
doc Added missing e to timeout;Checklist documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdocDescription of changeThe timers documentation specifically in timeout.unref spelled timeout as timout twice so I edited the document to correct the spelling.
buildandroid Added option to compile for Android with fPIE flag;Description of changeHiNode for Android wasn't executable using the actual androidconfigure file. I made this PR using kikijhu proposition and it builds fine on Linux see .The created executable is PIE and thus working on Android L M both tested.I welcome any improvement you can make to this PR.
assert update comments;Remove the numbers from the comments to make it clear thatassert does not follow theCJS spec.Additionally clean up the existing comments for consistentformattinglanguage and ease of reading.Fixes ChecklistApologies in advance for this but I've been trying to run the following tests on my machine and keep seeing the same two tests time out. Any guidance on how I might be able to run them locally would be greatly appreciated This PR only affects JS comments and I was able to run make lint successfully. make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemsassert though only comments have been changed
errors migrate libconsole;Migrate console.js to use internalerrors.js.Refs cc jasnellChecklist make j test UNIX or vcbuild test Windows passes tests andor benchmarks are included documentation is changed or added commit message follows commit guidelinesAffected core subsystems
buffer Add Bufferincludes;Ref This adds an includes method to buffer bypassing future implementations from V.includes wraps around buffer's indexOf method.
test replace port in cluster dgram reuse test;Replaced common.PORT with zero in the following test.testclusterdgramreuse.jsRefs Checklist make j test UNIX or vcbuild test Windows passes commit message follows commit guidelinesAffected core subsystemstest
doc general improvements to timers.md;Checklist documentation is changed or added the commit message follows commit guidelinesAffected core subsystemsdoc timersDescription of changeGeneral improvements to timers.md copynodejsdocumentation
fs fix fd leak on early readstream destroy;Currently the following leaks a file descriptorvar fs require'fs'var rs fs.createReadStream'myfile.txt'rs.on'close' function  console.log'i am never fired'rs.destroyIn fact if you call rs.destroy before open has been emitted in general the read stream never closes.This PR fixes that by calling .close when the file descriptor is opened incase the stream has been destroyed in the meanwhile
test remove socket from testinspectorsocket;Checklist make j test UNIX or vcbuild test nosign Windows passes tests andor benchmarks are included documentation is changed or added commit message follows commit guidelinesAffected core subsystemstestDescription of changeWhat is socket where did it came from We don't know.On a more serious note socket is function from syssocket.h. Thereis no way casting it to structure could yield any useful results.R nodejsv       The text was updated successfully but these errors were encountered
crypto add generatePublicKey to ECDH fix corner cases;This is rebased against master and with the nits fixed up.From original PRECDH.generatePublicKey can get the public key using the curveand private key. This allows usage of the crypto module wherea developer imports a private key and then generates a publickey without needing it stored.Removed the generated boolean from the ECDH class and stoppedchecking for it with getPrivateKey and getPublicKey. Thisallows you to import public and private keys without having togenerate first which would just rewrite the generated keysregardless.An error message was changed to accurately reflect what the errorwas.
improve discovery of CoC;as we all know many do not read CONTRIBUTING.md. given that the COC was buried at the bottom of that i figured that moving the COC to a top level file and then mentioning it in both the README.md and the CONTRIBUTING.md would make it hard to miss ?ƒÿëmove CoC from CONTRIBUTING to toplevel separate COC fileadd notelink in CONTRIBUTINGadd notelink in README both at beginning and in newcomer resources
test fix flaky testpreload;Checklist tests and code linting passes the commit message follows commit guidelinesAffected core subsystemstestDescription of changeUse close event rather than exit event to make sure all output hasbeen received before checking assertions.Fixes cc Fishrock mhdawsonht santigimeno       The text was updated successfully but these errors were encountered
test avoid testclustermasterkill flakiness;Checklist tests and code linting passes a test andor benchmark is included the commit message follows commit guidelinesAffected core subsystemstest clusterDescription of changeI've observed that testclustermasterkill fails intermittently on an AIX . machine oslevel due to timeout before worker termination. There was a previous PR nodejsnodev.xarchive which arbitrarily increased the timeout for AIX to second however this value is still a guess and appears to be insufficient. It's also worth noting the arbitrary timeouts have also caused problems for other platforms see comment. Arbitrary timeouts cannot compensate for external factors such as system load.In this PR I propose removing the timeout mechanism entirely here is how the test currently worksFork a master process from the test harness.The master uses cluster.fork to create a worker.The worker starts an HTTP server.The master will kill itself with process.exit.The worker will then also call process.exit as part of its IPC pipe disconnect handler. The test harness will wait an arbitrary amount of time after the master's exit to check for the child's liveness if it is still alive the test fails. Without this mechanism the worker would become an orphan child of init.Step is inherently flaky. The test was originally added as part of nodejsnodev.xarchivededifffaafcddeebbcdcR where it specifically tested the new disconnect pathway.The test boils down to the following actionsCause the worker's disconnect handler to be run by calling exit in the cluster master.Insure that the disconnect handler also exits the worker process.Since step does not actually require step I propose the following alternate flowFork a master process from the test harness.The master uses cluster.fork to create a worker.The worker starts an HTTP server.The master kills the IPC pipe note this not the same as using the graceful cluster shutdown API in nodejsnodev.xarchivecc which causes the child to disconnect itself. Ungracefully closing the IPC pipe causes the child to execute the same disconnect handler it executes when the master calls exit.The master waits for the child's exit event.The test harness checks for the child's liveness after the master's exit event.With this setup there is no need for the arbitrary wait time. The obvious problem is if the child never exits the test will hang however in that case the test will still be killed by the test harness's global timeout.I do believe a timeout mechanism is useful for detecting liveness issues but the presence of arbitrary timeouts in the tests themselves should be minimized the single timeout in the test harness suffices.Any comments are appreciated especially from AndreasMadsen.
doc typo added missing semicolons;Description of changeAdded missing semicolons to some missing places on the assert.mardown
module add preservesymlinks command line flag;Checklist tests and code linting passes a test andor benchmark is included documentation is changed or added the commit message follows commit guidelinesAffected core subsystemsmoduleDescription of change sought to address a bug in the module loader with regards to symlinked peer dependencies. The PR passed CITGM and CI on multiple runs and was landed as a semvermajor in v. Unfortunately it came to light after that the change breaks a number of other cases.This reverts the change and adds two additional test cases one for the original behavior and a knownissue test for the symlinked peer dependency case.This puts the new functionality behind the preservesymlinks command line flag. The prev behavior is the default. Using the preservesymlinks command line option will make Node.js use the new behavior.This should be considered to be a temporary solution until a better fix for the symlinked peer dependencies problem is figured out.Refs
net don't throw when socket is destroyed;Closes
deps upgrade npm to ..;Checklist make j test UNIX or vcbuild test nosign Windows passes tests andor benchmarks are included documentation is changed or added commit message follows commit guidelinesAffected core subsystemsdepsDescription of changeBreaking changesPartial shrinkwraps are no longer supported. npmshrinkwrap.json isconsidered a complete installation manifest except for devDependencies.npm shrinkwrap includes development dependencies by default. You can avoid doing this with npm shrinkwrap onlyprod. Likewise if your shrinkwrap contains dev dependencies you can avoid installing them with npm install onlyprod or setting NODEENV to production.prepublish has been deprecated replaced by prepare. A prepublishOnlyscript has been temporarily added which will only run on npm publish.npm search rewritten to stream results and no longer supports sorting.npm scripts no longer prepend the path of the node executable used to runnpm before running scripts. A scriptsprependnodepath option has beenadded to configure this behavior.npat has been removed.npm outdated exits with exit code if it finds any outdated packages.npm tag has been removed after a deprecation cycle. Use npm disttag.Other notable changesnpm will now send NpmInCI and NpmScope headers to registries when fetching modules. The former will allow registries to more accurately distinguish between CI and user traffic. The latter will allow registries to implement features on the basis of the scope of the project rather than the module actually being installed.Changelogsv..v..v..r jasnellr Fishrock
test fix minor streamwritableState linter error;Checklist make j test UNIX or vcbuild test nosign Windows passes commit message follows commit guidelinesAffected core subsystemstestDescription of changeA minor linter error was introduced in a recent commit.UsersgibwrkcomDANGERnodetestparallelteststreamwritableStateending.js error 'common' is assigned a value but never used nounusedvarsRefs cc mcollina
